rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,travelDate
5,Warm welcome from Adrian on New Years Eve in Gdansk  visiting from Cork Ireland nice food pleasant atmosphere.,New Year Welcome,,,johnnyt633,2023-12
5,"This place is perfect for an evening for two with delicious food, friendly service and a great atmosphere.
",Excellent cuisine and great service,,,agnieszka_951,2023-12
5,Delicious food - we especially recommend the ribs! Mrs. Marta served us the best in the world! We heartily recommend it! :),I recommend!,,,655patrycjak,2023-12
4,"The restaurant was very nice and clean. The food was delicious. Nicole, our waitress, made sure we had everything we need at all times with zero pressure and a warm smile.

Delightful experience. ",Very enjoyable atmosphere.,,,H6915OGyoussefa,2023-12
5,"The best food in the center and very nice service - especially Mrs. Natalka!!! 
We always come back here and order the big sky grill. The drinks are great too!! ❤️",Favorite place in Gdańsk,,,815aleksandrai,2023-12
4,"Nicole was an excellent server. Food was good, not outstanding. Drinks were good. A bit expensive. Overall we were happy. ",Great service,,,417alano,2023-12
5,"Mrs. Helena's service was of a very high standard, as was the food served. We recommend, we will definitely come back :)",A classic of the genre,,,Trail44410989981,2023-12
5,Great service thanks to waitress Helena and delicious food. I especially recommend the burgers and spicy ribs.,I recommend,,,238jakubl,2023-12
4,Nicola the server was lovely and very helpful. Food was nice - typical American diner food. Chicken and ribs both cooked well and tasty,Good service,,,jayneo410,2023-12
5,"Nice Snack, fries and sweet potato fried. The onion rings where amazing..bbg sauce was very delicious. 
Thank you Peter for your hospitality. We really enjoyed our stay at your restaurant!","Great waiter, great fast food",,,120do,2023-12
5,"Amazing place, food well prepared and extremely nice service.  Greetings to Mrs. Kinga. We will definitely come again",Great wages,,,Inspire42814198172,2023-12
5,"A truly American atmosphere. The view of the open kitchen inspires confidence in eating. Fantastic service. Special thanks to Mrs. Dominika for her professional advice, knowledge of the menu and great service. I recommend",American atmosphere in Gdansk,"Kolobrzeg, Poland",Kolobrzeg,Mazuruki4,2023-12
5,"Amazing food, atmosphere and service. In short, no complaints, and Mrs. Dominika's service was at the highest level",Amazing,,,Happiness15230800735,2023-12
5,"Delicious food, beautifully presented, delicious drinks. However, the most important thing in this place is the service. Mr. Kuba was very nice and professional - he welcomed us 101%. I highly recommend this place!!!",Great service!,"Glasgow, United Kingdom",Glasgow,sandragZ8956GV,2023-12
5,"Super nice service from Natalia, Thank you so much! Amazing food and drinks. Kids loved everything, also nice restaurant for a family :-)",Coming back!,"Moss, Norway",Moss,lc_andersen,2023-12
5,"Billys is a lovely place with a nice atmosphere and great food. The staff were really good and they made this experience even better, with special remarks to Natalie who really took care of us in the most positive way. 

When we are back to Gdansk we would definitely visit the place again. ",Quality is guaranteed!,,,L3727DKmariol,2023-12
5,"Nicole great service and gave us very good advice. Everyone was very nice and helpful and we liked it the most, we didn't have to wait long!",Island,,,M1242YTdamiank,2023-12
5,Very good food. The service provided by Mrs. Helena was wonderful! I recommend the steaks and chicken. Lemonade is also a big plus.,I recommend,,,micha_g890,2023-12
5,"Great service, everything looked good, the food as well, would love to come here with my family again.",Good!,,,christiancV7384UJ,2023-12
5,"Excellent breakfast and fantastic server, Natalia! We had the pancakes and the Billy’s omelette. They were all amazing. We also had the unlimited coffee and took full use of that offer. Couldn’t be happier(or more full!)",Fantastic breakfast on the river!,,,toddmJ6508OY,2023-12
5,"I go back there every time I'm in Gdańsk. I love this place and the food.  
Waitress Zoya - applause for her professionalism. 🫶",The best food in Gdańsk,"Warsaw, Poland",Warsaw,Izulek851,2023-12
5,"Just good burger with a great view and nice atmosphere. 
I was served by Natalia who suggested perfect order for me. It’s amazing how she figured out exactly what I wanted (obviously she is friendly and very knowledgeable about the menu. 
I will be back here again",Good burger with nice view and friendly service,"London, United Kingdom",London,olesyaw2019,2023-12
5,Was really good food. Peter was really great and we enjoyed our food. Was our last day and it was the best food of the trip.,Peter was great,"Weyhe, Germany",Weyhe,Meander41609848316,2023-09
5,"We ate delicious spicy ribs and Sierra Nevada breast, great decor and great service from the waiter Dawid, we are very pleased. I sincerely recommend it",Pride,,,Sunshine60389410508,2023-12
5,"Alan is a great professional waiter, very nice and interested. everything was very quick and tasty, I especially recommend the shakes and burgers. not the first and not the last visit to Billys💜",lovely,,,S48ZJwiktorias,2023-12
5,"Waiter Alan, great job, professional service, I will definitely come back for burgers and tartare. I really recommend this place",Super,,,mateuszsJ3516EJ,2023-12
5,"Amazing food! The classic ribs were so delicious I recommend them!! And our waiter Adtian was very friendly , attentive and helpful. ",Great food great service,"Warsaw, Poland",Warsaw,T6847HWlinak,2023-12
5,"A very nice visit for breakfast. Lovely decor, tasty food and Natalia our waitress gave us amazing service. Would definitely recommend 👍🏻",Great Breakfast. Great service from Natalia.,"Dover, United Kingdom",Dover,mitchb310,2023-12
5,"Great place, delicious breakfasts, fantastic service by Alan. I recommend it to everyone!!! We will come back for sure! Thank you for the time we spent together. ",Awesome!,,,855klaudiac,2023-12
5,"Mr. Alan is amazing. The service, food and atmosphere are a big plus! Taking care of the guest and individual approach is something beautiful.

I highly recommend it",10/10,,,pawe_wI108PB,2023-12
5,"An unforgettable dining experience and the service is absolutely excellent! Mrs. Aleksandra deserves special mention for her perfect service. Her professionalism, courtesy and thoughtfulness made our visit exceptional. The dishes were fresh, tasty and served with attention to detail. I highly recommend this place to anyone looking for a unique atmosphere and great food in the area! 🥰",Everything delicious! :),,,bedzioe,2023-11
2,"Food is poor quality. French fries were cold, shrimp tempura was soggy and doughy and trout was overcooked and unpleasant. No effort put into it. Burger below average. No chane we'd return again. Just a tourist trap.",Food was not good.,"Dublin, Ireland",Dublin,Stripes1,2023-12
5,"Great place with outstanding customer service, cheers to Alan. Food was fresh and delicious, coctails absolutely amazing. Best american restaurant in Gdansk! ",Best american food in Gdansk,,,malgorzatal188,2023-12
5,"Great atmosphere, high quality of service (greetings to Alan) ;) and delicious food! I highly recommend it! 🥰",I highly recommend it!,,,mariolaw498,2023-12
5,"The food was very good and the gentleman who served us was very reqing, all in all recommend this restaurant!",Good,,,Trek02810320688,2023-12
5,"A nice place with great service, thank you very much Ola for taking care of us and giving us 100% good advice on the items on the menu, we will come back soon! ",I recommend!,,,judytau2023,2023-12
5,"A great place for lunch and dinner with friends. Delicious burgers and beggars, drinks were only requested. Special greetings to Alan who served us! ",I recommend!,,,aleksandrawD1754EE,2023-12
5,"Delicious food and a nice atmosphere make me come back here again and again. I recommend the ribs, the best I've ever eaten. An additional advantage is the friendly service. Mrs. Nikola served our table with full commitment and a smile. I recommend the place :)",Atmospheric place,,,402weronikak,2023-12
5,"The atmospheric atmosphere, good food and smiling Nicola made this evening pleasant and definitely worth repeating. ",An atmospheric evening with Billy's,,,C3976KBklaudiab,2023-12
5,"We had a lovely meal at Billy’s , our waiter Adrian was very helpful . 
The chorizo Soup was delicious as was the spicy ribs and fajitas .",Weekend away in Poland,,,38lesleys,2023-12
4,"Very nice and professionally served by Laure!
The food was mostly very good!
Delicious ribs and steak!
Heaven in your mouth :)
Small reservations about the shrimp tempura - in our opinion, the breading was too thick, the chorizzo soup was too ""thin"", not spicy ;), and the meat in the burgers was a bit too dry, obviously overstretched!
We bet it was due to the huge traffic in the restaurant!",Greetings to Laura,,,I3675YCsylwiak,2023-12
4,"A nice breakfast spot! The food is good but a bit bland and industrial, but we loved our server Helena. She was very friendly and shared some laughs with us :)
I appreciate the unlimited coffee for an affordable price, as well as the cute view",Good breakfast spot,"Brussels, Belgium",Brussels,emill2016,2023-12
5,Great service. Thank you Zoya for the atmosphere and delicious food. We recommend it to everyone. You must come here.,Delicious ribs,,,87aleksanders,2023-12
5,"We were a group of 10 people, Mrs. Marta served us with a wide smile and was very polite! Such service is the perfect showcase of a restaurant",Nice service,,,mateuszbS3226TJ,2023-12
5,"Our waitress Zoya was 101% perfect! In every respect, fast, nice, pretty :) nice.
We highly recommend it :) ",Dinner time data tinder awkward,,,549justynap,2023-12
5,"I would like to leave a review for Mr. Piotrek, he is a wonderful man, he served me and my partner in a wonderful way, he used many jokes and nice texts, I give him my best regards","Piotrek, a positive waiter ",,,G4609RLigork,2023-12
5,The best American restaurant in the Tri-City. The food and decor of the restaurant are great. Greetings to Mrs. Laura 😊😊😊😊,Super!,,,312samantap,2023-12
5,"We liked it very much, professional and friendly service from Mrs. Laura. The food is great, personally the burgers and ribs are nice. I recommend ",Super,,,_A7363LY,2023-12
5,"Very delicious food and nice atmosphere, nice service, best regards, Mrs. Laure, I recommend visiting this restaurant",Mrs. Laura,,,majabW8871BB,2023-12
5,We liked it very much. We recommend Night Arizona. Baked potato with cottage cheese is great. Nice service by Mrs. Laure. We recommend,Tasty,,,mieszkol210,2023-12
5,"We chose ribs for dinner, which turned out to be a banger. Service at the highest level, Mrs. Laura is very nice. ",Adventure with Billys,,,526wiolettas,2023-12
5,"Fantastic burger and drink experience 
I definitely recommend it to all tourists and citizens of Gdańsk 
It definitely tasted good and we were served very nicely by a young waiter named Samuel, I recommend it. 
I recommend.",Samuel is super!,,,weronikac849,2023-12
5,We had  ones breakfast and another day dinner ! Both they were delicious tasty and good portions! Service was amazing attentive and always with a smile(well done girls🤍)  cosy atmosphere ! i loved that being the first couple for breakfast we was able to sit on the terrace !! We find the place warm and welcoming! My only tiny criticism was that capucino was very very weak and not hot enough! But otherwise we love it!,Nice and tasty !,Cyprus,Cyprus,Kyrramss,2023-12
5,Went here for breakfast. The food was good. Helena who served us was very friendly. She also gave us tips on what to see in Gdansk which we appreciated.,American Diner in Gdansk,,,Meander62245254852,2023-12
5,Good food and great service! Helena took good care of us and made us want to come back. Highly recommended,Good service,"Bergen, Norway",Bergen,Malarius,2023-12
5,The food was really good. I had the California streak with pepper sauce. And fries. The steak was very tender and good. My wife had a burger which was absolutely great 👍🏻👍🏻👍🏻 recommended 👍🏻,By date 👍🏻,"La Manga del Mar Menor, Spain",La Manga del Mar Menor,205familien_,2023-12
5,When here for breakfast a couple of time. Breakfast was nice and Nicole who served us was very polite and friendly. Would happily go again.,Nice breakfast,,,U6948KTpault,2023-12
5,We went here for breakfast twice during our trip to Gdansk. Both times the food was lovely. We both had pancakes with fruit and drinks. We sat in the front area overlooking the riverside. Our server was Nicole. She was polite friendly and nothing was too much trouble. Would definitely go again.,Lovely pancakes overlooking the river.,,,Laura11467,2023-12
5,Good service from the waiter Adrian. When it comes to eating - great classic American (i.e. meat) cuisine. First class ribs. If someone is looking for this type of cuisine or great shrimp soup - it is worth visiting,It's just worth it,"Wroclaw, Poland",Wroclaw,karoln184,2023-12
5,"Food was lovely and service from Olga was excellent, she was very friendly! We went for breakfast and it was very filling with a fast service. ",Great service and good food.,"Newcastle upon Tyne, United Kingdom",Newcastle upon Tyne,Z7932IKemilyl,2023-12
5,"Good burger in a relaxed atmosphere. One of the few places where you can have something to eat after 10 pm. You get welcomed by a friendly waiter, the food is good, no pressure. Our waiter in particular, Adrian, was kind and efficient. ",Good late burger,,,N7748LTmar_ag,2023-12
5,"The visit to Billy's was delicious. 
The shrimp soup is a feast for the palate, and the ribs that melt in your mouth are magic. Milk Shake is the taste I have been looking for for a long time! 
Our waiter was Peter, super positive and professional. We remember it, I hope we will come across it next time. 
Fingers licking good 👌 We recommend it ",Delicious visit,,,275rudar,2023-12
3,Good but I was hoping for better the ribs were cooked differently than I had eaten them before they were different crunchy which I like much better,Good,"Turin, Italy",Turin,U661CTmartas,2023-12
5,"Very superb service from Nicole. Our entire party had a very pleasant experience and meal, and not least because of a pleasant and perfect service.",High class restaurant.,,,P4607DFhansh,2023-12
5,"Great time thanks to the waiter Piotrek. Apart from that, great cuisine, drinks and decor. We ate ribs and tenderloin ",December day,,,Y2973FQjoannag,2023-12
5,"Great food, very warm and pleasant Christmas atmosphere, nice service and short waiting time. Laura, you're great ",Holidays!,,,H67KRjulians,2023-12
5,Had a great time and Laura was a gem! Everything was delicious and the service was great. I would certainly reccomend coming here for breakfast:),Had a great time!,,,amandatE4154WG,2023-12
5,"On Saturday afternoon, the restaurant was full of guests, but despite this, Jagoda's service was professional, we received the dishes very quickly and, as usual, delicious. An additional advantage is that our reservation was accepted despite the heavy traffic. Without a reservation, we wouldn't risk coming because we don't like standing in line in the cold :) ",We recommend,"Gdansk, Poland",Gdansk,Lukabrx,2023-12
3,"Warm Christmas atmosphere
The food was great, but the dessert was poor 
First class service
Adrian rules }⁠:⁠‑⁠)",Evening outing,,,Paradise29188857387,2023-12
5,"Great food, fantastic pub. Mr. Adrian is a fantastic waiter. He advised me and suggested extra drinks. I recommend it for going out with friends.",An evening with friends,,,589magdaj,2023-12
5,"A nice evening with friends. Very quick and tasty food, and Mr. Adrian's excellent selection of drinks. I recommend! ",An evening with friends,,,annakW3613IN,2023-12
5,"Very tasty food, the salad with shrimps and ribs was delicious :) Adrian took very good care of us :)",We recommend,,,piotrkJ5369EU,2023-12
5,Dinner was delicious! We come back next year! Adrian was the best! 😀 we recommended restaurant to everyone. The zebras was great!,Restaurant,"Zgierz, Poland",Zgierz,173magdalenao,2023-12
5,"Very good food, not expensive at all, very good service, especially waitress Olga. It might be smart to book a table since there was a lot of people.",Good food and good service,,,670anetem,2023-12
5,"We enjoyed the stakes and ribs a lot. Great lemonade. Everything was good. Service was also very good, thanks Jagoda",Awesome place,,,Fearless22480632751,2023-12
5,Nice staff and good food 😊,Nice place,,,I7794FPandreb,2023-12
5,"The atmosphere in Billy's is cosy and festive, food and drinks are delicious and come out super quick, and service is impeccable. Laura was a delight, very attentive and friendly. Overall a great experience. ",Cosy and festive experience,,,georgiai353,2023-12
5,"Very well food, but not as well as service - especially Piter. His attentive service, friendly demeanor and willingness to help made our evening. Recommend for everyone!",Great!,,,O6525AUkamilk,2023-12
5,"Culinary delights at the joint exceeded expectations! Spicy ribs were a true feast, the pepper packed a punch, and Piotr, our waiter, deserves recognition for impeccable service. Absolutely sensational!",Nice rib!,,,Wojtini,2023-12
5,"Delicious food, Zerbers deserve their opinions, great service, especially the waiter Piter, who made our evening ",Billy's recommend,,,Escape24816411320,2023-12
4,Friendly restaurant offering a good selection American style food.  Service was prompt and delivered with a smile.  Can be very busy and has a lively atmosphere,Good American style food and great location,"Falkirk, United Kingdom",Falkirk,drmc90,2023-10
5,"I highly recommend it, we will definitely come back!!! Very nice Mr. Piotrek, a MEDAL waiter😚😚😚 Friendly, communicative, professional in service (kind and natural), you can see that he loves his job. The proposed drinks perfectly suited our cups and pampered our palates ❤️❤️❤️ Such an employee is a treasure!!!! Greetings to Mr. Piotrek - a couple in a Christmas atmosphere 😘😘😘😘 ☃️","Delicious, delicious, delightful 🧡🧡🧡🧡",,,ewelinakQ3931GI,2023-12
5,"Nicola was a great host end was very polite.
I would visit again.
Service was fast, food was delicios.",Would visit again,,,Camper16010569940,2023-12
5,Excellent service. Lots of choice with food and drinks to suit everyone. Nicole our server very polite and knowledgeable. 5 star food and drinks.,Great place for food and drinks,,,Cosmopolitan402357,2023-12
5,"We were welcomed very nicely, despite the late hour, and the service was quick.
The food served was delicious, served equally quickly, and everything was fresh and delicious! 
Great sauces for every dish, which was confirmed by the entire group of 4.
There is a very friendly atmosphere on site that encourages you to come back.
We recommend! ","Friendly and fresh, very recommend ",,,gabil704,2023-11
5,"I ordered wings and ribs. Both dishes were delicious. I was very pleasantly surprised by the popcorn, served immediately after we sat down. We were served very professionally by Mrs. Olga. She was able to advise on choosing a sauce for the ribs and suggest a drink. I recommend",A great evening with delicious food,,,marekbN2555LW,2023-12
5,"Best regards, Maja, the waitress, very professional service. We hope that next time she will also serve us.",Dinner,,,W2370NYnataliab,2023-12
5,Greetings to the waitress Maja! Great service and approach to guests. We can't wait for our next visit and hope to see Maja again :),Dinner,,,Olakwaska,2023-12
5,"great service and food! Greetings to the waitress Maja❤️❤️❤️ smiling, cheerful and professional. a class in itself",Lunch,,,Passport19863945247,2023-12
5,"Great food and service by Olga. Steak a bit burned, entries were amazing and very nice welcoming gift in a form of popcorn",Great wings and sauces,,,piotrgU4383JV,2023-12
4,"Food was pleasant with good service by Helena.

Good for Adults and small children, with the ribs particularly enjoyable ",First night in Gdnask,,,B9660TIchrisp,2023-12
5,"Solo dining for a change...love Billy's food generally, an easy and tasty option. 
Very welcoming as a single lady eating alone and quite a few others arrived while I was here too.
Lovely Nicole my waitress looked after me, so friendly!
Had a BBQ burger and my favourite long island iced tea...popcorn to snack on while I waited.
Restaurant was nicely busy as always, but my wait for food wasn't long.
Delicious!
Thanks Nicole for such lovely service :-)
",Great for solo diners and groups.,"Consett, United Kingdom",Consett,702kirstenh,2023-11
5,"After hundreds of kilometers traveled that day, after hundreds of meters in search of this place... the esteem, joy and professionalism with which my wife and I had the joy of contact, the essence of which is Mr. Adrian, made us come back and recommend this place. Thank you🤩😁",Adrian the wizard,,,D1245QDtomaszk,2023-12
5,"we had a great experience! Natalia was very clever and patient with us! 
Good service!
Best regards from Norway.",Good service,,,781maylisp,2023-12
4,"Realy good food! The wait for the food was a bit long, but the service from waiter Adrian was amazing 😊",Nice place and good food,,,537janneh,2023-12
5,"Super service from Adrian. Very good food and good drinks. Fun to sit and watch as the bartender made the drinks. Good atmosphere in the restaurant, but a bit noisy. Otherwise we had a great time.",Super food and drink,,,W8289TGveronican,2023-12
5,"Very nice place, no queues, very friendly place and great service. I recommend looking for Adrian, a super cool guy! ","Great place and Adrian sweeps, great positive! ",,,959ireneuszw,2023-12
4,Great food as always as a regular to Billy’s when over on business. Service this time was fantastic by Natalia who gave recommendations on sauces etc and always came back to make sure everything was ok with the food.,"Great food, great services",,,62ewenm,2023-11
5,"I highly recommend it to anyone who wants to eat the best ribs in Gdansk! Best regards, Samuel, the best waiter!",Bartosz,"Gdansk, Poland",Gdansk,U5817QCbartekp,2023-11
5,"We recommend this place, delicious ribs, cocktails also very good and great service - Samuel is very helpful and nice :)",Patricia,,,61patrycjan,2023-11
5,"Very nice restaurant  by the river. This is the place to go for American dining.The food was super good, but big portions 🙈 We had a super nice service from vaitress Olga🥰 We will come back.",Good American dining,"Haugesund, Norway",Haugesund,Gretlie,2023-11
5,"I had the Ohio steak and my partner had the Colorado. Both dishes were very well seasoned and prepared according to our requirements. A nice custom is to start with popcorn. The waiters are hardworking and helpful, especially thanks to Connor.",nice stay and excellent food,"Olsztyn, Poland",Olsztyn,MichalOlsz,2023-11
4,"Great place for classic American food and super nice waitresses, especially Olga😃👍🏼 will probably eat here again.",Perfect lunch,,,andershC9894QR,2023-11
5,"Thank you very much Mrs. Olga.
Always smiling and pleasant.
The cheesecake was tasty...
I will be back.
Elina.",Thanks,,,elinaa683,2022-12
5,Natalia is the best server we‘ve had on our trip to Gdansk. The drinks and the food was amazing. The service was even better. We are for sure coming back another time.,Really good service,,,andreashD6246EV,2023-11
5,"The food was delicious, the waiter Samuel was able to provide excellent advice and made us feel taken care of. I recommend","Restaurant in the city center, great food, service and atmosphere",,,monikamG6131SH,2023-11
5,Really good food and the service was excellent. Our waiter was Peter and he was really nice! We would definitely recommend this place.,Good food and service!,,,sofieghanavatian,2023-11
5,"Delicious food, pleasant decor, popcorn to start. We were served by a very nice Mr. Piotrek, who clearly knew how to adapt to the client's style. We will definitely come back! :)",Mr. Piotr - brilliant service.,,,kamilkY3230UO,2023-11
5,"Very nice restaurant, very good food. The restaurant decor is very pleasant and the service is great. I recommend Mr. Piotrek :)",GREAT!,,,J2975JXkasiab,2023-11
5,"Delicious ribs and seasonal apple pie!
I would like to thank Mr. Samuel for his polite service and help in selecting the dish.
I will definitely come back!",Samuel is the best !,"Gdansk, Poland",Gdansk,marcinpV3571AK,2023-11
5,"We came to Gdansk for a weekend and stayed in apartments just above Billy’s. Really enjoyable breakfast menu, endless filter coffee and great staff, such as Zoya, who served us very efficiently and well. ",Great breakfast location,"Nottingham, United Kingdom",Nottingham,Collinghamwanderer,2023-11
4,"The spot was stylish and the view was great! Adrian the waiter was super kind and helpful! Milkshake was awesome!
Although food was avarage, not bad not good.",Good service!,,,polinas462,2023-11
5,"Great food, excellent service from our waiter Adrian who couldn’t do enough to make our evening go well.",Excellent service by  Adrian,"County Meath, Ireland",County Meath,WrightAJ75,2023-11
5,"Great American atmosphere, perfect food and we were pleased to have a waitress, named Kinga. Thank you.",Thank you,,,MYBSN,2023-11
5,Very nice service by Olga 😇 Tasty burger with a view of the river in the city center. It's nice that popcorn is included in the box,Tasty burger with a view,,,kmgrzyb,2023-11
5,"We went with our family for Sunday dinner.  We were surprised by the very fast and friendly service. We ordered chicken tenders, ribs and Pepe's pizza. The waiter Dawid also made sure to provide a warm juice for our son and made sure that the little one was not bored (he brought coloring books) 😊","Chicken tenders, ribs",,,Travel41059597470,2023-11
5,"Delicious ribs (miodzio), burgers and great drinks, very nice waiter Dawid",Honey ribs,,,Q1231HZannas,2023-11
5,"Good restaurant with atmosphere and nice food! Thank you Kinga for the high level service ☺️
Waiting to visit you again!",Nice place,"Kyiv, Ukraine",Kyiv,O6240PS_,2023-11
5,"Delicious food, very large portions. The waiter who served us (Adrian) was very nice and polite. Absolutely great place and most importantly, there were 5 of us and we got all the dishes at the same time. A place definitely worth visiting.",A 5 star place,"Ferrybridge, United Kingdom",Ferrybridge,120martynap,2023-11
5,Best burger in town and great service from Natalia :) Great atmosphere right next to the river.,Great burgers,,,L7545DLjonathanm,2023-11
5,"Great, atmospheric place. Delicious food. We were served by the very nice Samuel! Best regards and we will definitely come back 😉",Great place!,"Jaworzno, Poland",Jaworzno,tomaszb80,2023-11
5,"Fantastic service from Samuel!🤩

The food was good, but the service was what stood out!

Would definitely come back❤️",Super service from Samuel!,"Oslo, Norway",Oslo,CathrineBrat,2023-11
4,"The ambience is very good, the music goes very well with it. The food is good, but nothing particularly special. However, Nicole's service was the most convincing. She regularly checked on the mood and was always nice, friendly and helpful.","Food good, service from Nicole was great",,,kevineX3408IL,2023-11
4,Food was okay. Nicole was very kind and funny 🤙🏻 Atmosphere is pretty good aswell - american music is playing all the time.,Overall pretty good,,,davidpK8753NA,2023-11
3,The food came quickly which was good. Slightly below average burger. Good drinks and a nice waiter called Peter who made the experience better :),Totally ok,"Trondheim Municipality, Norway",Trondheim Municipality,Mmaartee,2023-11
4,"Very good food. Had the spicy ribs, and they were perfectly spicy! 
The new York streak was good as well, but the green pepper sauce was Even better!
Samuel, our waiter, did a great job, and was very Nice and polite!",Nice experience,"Gdansk, Poland",Gdansk,Escape43617717357,2023-11
5,"Absolutely amazing food and service.  I would like to highlight that Natalia who was serving us provided the most perfect service, very attentive and massive big smile on her face. She was proactive and made sure we had a fantastic time and provided the most outstanding customer service.  The food was beautifully prepared and delicious. Thank you team and thank you Natalia. We will come back. ",The perfect service and fantastic food. Big shout out to Natalia,"Budapest, Hungary",Budapest,908hanis,2023-11
5,"We came to Billy's this evening based on the reviews we saw here and we were not disappointed. Unfortunately we didn't get the name of the lovely girl that seated us but Adrian our server was very polite and went above and beyond to make this a lovely meal/experience. We both got burgers so I can only base the food side of this review on what we had but they were outstanding, really really good I had the Jack burger and my partner had the BBQ burger, real burgers cooked medium or well done whichever you prefer, but the real show stopper were the fries, easily some of the best I've ever had. Once again thanks to Adrian and the staff the place is amazing, will definitely be heading back there before our visit here ends! ",The reviews do not lie!!,"Gdansk, Poland",Gdansk,Jakeelc,2023-11
5,Natalia was a bubbly and exciting host and made us feel at home for our night out at Billy’s. The food was excellent and I’d recommend to anyone in Gdańsk to visit.,Natalia,,,K1169VRdylanf,2023-11
5,"Great BBQ medium burger and fantastic service from Mr Alan. Fast and very pleasant service, interest in guest taste and good feeling. I’lol be back",BBQ burger and service,,,micha_j49,2023-11
5,"Really good location by the river, sat in the terraced area with the flame heaters, food outstanding ( burgers and chicken fajitas) service with a smile Adrian friendly and accommodating. 
",Different gravy,,,jameseO3937RS,2023-11
5,"Had a lovely dinner with great service from our waitress Natalie, who was very nice and hospitable! Thanks so much",Great food and service,,,ryanhJ2153MU,2023-11
5,"Maja was our waitress, she was amazing!! The food was exactly how we wanted it and it came fast, service was wonderful too.",Maja was amazing,"Riga, Latvia",Riga,bhei2018,2023-11
5,"Delicious food, the best ribs and chorizo ​​I've ever eaten. Thank you to the waiter Piotrek for great service :) ",Delicious food and great service,,,piotrkA3014QK,2023-11
5,Mrs. Olga served our table nicely and thoroughly. The atmosphere in the place is pleasant and the food is very tasty :) I recommend it!,Good food and service,,,Voyage63079336708,2023-11
5,"Delicious food and very nice service - very nice Mrs. Jagoda, who also made our stay in the restaurant more pleasant :) I recommend it!",Dinner,,,Z4824VFagataw,2023-11
5,The best place in Gdańsk nice atmosphere nice atmosphere best food BEST SERVICE ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Let's ❤️,,,adrianacJ8710TE,2023-11
5,"very good service and very professional! thank you Olga your beautiful work ! 
we are going to come back to the restaurant",Experience for ezy,,,121rayanek,2023-11
5,Nice and professional service. We are here again and the food is delicious as always. We recommend the waiter Samuel :),.,,,D1964ESdarias,2023-11
5,Very good service. Tasty and nice. Thank you for your service Samuel. I heartily recommend and greet you,Super!,,,503patrycjan,2023-11
4,"Had hamburger, it was a bit dry. Service from waiter Adrian was perfect, got a heater and the little extra 👍😊",Good atmosphere and service,,,A8208XNchristined,2023-11
5,Very good food! Had Classic ribs and Californian steak. And good lemonade. Delicious! Recommended! Cozy place by the river. Pleasant staff.,Recommended!,"Kristiansand, Norway",Kristiansand,marenvas,2023-11
5,"I highly recommend it, the food is delicious. Perfectly prepared salmon.
Quick service. Mrs. Nikola is very nice and smiling. ",I recommend !,,,Seaside06183957979,2023-11
5,"Delicious food and very good service. I recommend Adrian, very nice and friendly. We will definitely come back here again ",I recommend,,,W8996AVkarolm,2023-11
5,Great food and exceptional service! Thank you to Mr. Samuel for such a nice hospitality 😊 We will definitely come back here!,Excellent,,,prauzin,2023-11
5,"Dropped in without reservation, no problem. The staff was really attentive and making sure we weren't lacking anything, especially our host Nicole. We did get cocktails to start with, which were all super good. Then we had the Fajitas and ribs which all tasted really good. I plan to visit again on my future visits.",Excelent food and perfect service,"Reykjavik, Iceland",Reykjavik,Aujantraveler,2023-11
5,"Great flavor, nice atmosphere, Nicole served us very nicely and was helpful. Great night out with friends. All coctails and food was fully to the taste",Friends night out,"Reykjavik, Iceland",Reykjavik,gydahronn,2023-11
5,"Delicious food, great atmosphere and service. Especially Mrs. Olga, who knows her stuff and has a great attitude towards guests! I highly recommend it ",Super,,,S3825JKmagdak,2023-10
5,"Greate food, awesome service. I recomend this place. Fries were chrispy and hot, burger was tasty. Drink delicious. Alans service was amazing energy.",First but not last,,,X4859GQpawe_k,2023-11
5,"Good food and good quality of drinks, restaurant looks very nice,  have a good atmosphere and perfect service, thank you  Zoya.",Good place for eating something good,"Gdansk, Poland",Gdansk,S557JN_,2023-11
5,"Amazing ribs! Great shakes, especially the one with peanut butter - fabulous! 
Mr. Adrian gave us perfect advice, and we spent time in a nice atmosphere, thank you very much, we will definitely come back!",Amazed!,,,zojas633,2023-10
5,"Nice place, very good food:) nice atmosphere, very good, nice service, especially Mrs. Anita :) 

Highly recommended ;)",:),,,tomasze939,2023-11
5,"The dishes were delicious, the waitress Nicole, very friendly! This is a great location on the river. I highly recommend it to everyone. ",Great,,,_A7202JZ,2023-11
5,"Delicious food with a view of the Motława River. I recommend ordering steaks and winter tea for a cold day. Nice staff, especially Mrs. Jagoda! 
",The best steaks!,,,250patrycjar,2023-11
5,"Lovely American inspired restaurant.
Reasonable prices, friendly staff and not least good food.
Option to page both inside and outside.",Lovely American inspired restaurant.,"Frederiksvaerk, Denmark",Frederiksvaerk,arneo975,2023-11
5,"Super service by Olga :)
Ordered a steak that tasted as it should
The price was within the framework in relation to the food ",Dinner,,,clausn483,2023-11
5,Very tasty cuisine! Large selection of dishes. Cozy atmosphere. Thank you Nicole for the nice service) We recommend visiting this place),Very tasty cuisine!,,,N2802ZM_,2023-11
