rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"Delicious food, great atmosphere, brilliant service ""Wiki"" I recommend 100%
We will definitely come back again and again!❤️",Great steak and burgers!,,,arasm919,2023-11-10
5,Great restaurant. Extensive menu and the burger and ribs were delicious. Natalie M our waitress was so helpful. Great music playing too. Highly recommended A++++,"Great food, staff and music",,,CarolineandColin,2023-11-10
5,It wasn’t my first time there. I always love to go back to places with so amazing staff. But one of them deserves special greetings - bartender Kasjan is one of my favourites. He always know what to do after asking if i want something sour or sweet. He is also so funny. Definitely i will visit this place again and hopefully he’ll be there.,Kasjan is the funniest,,,Izakcp,2023-11-10
5,"My fiancée and I were on vacation. Great place, good food. The bartender Kasjan took the greatest care of our well-being! We remember very well his openness to conversation, good sense of humor and delicious cocktails. We felt well taken care of :)",Recommended!,,,maciejl875,2023-11-10
5,"Great food, Mrs. Emilia, nice service, Thank you Emilia for the service, we sincerely recommend it. Delicious burgers, steaks cooked to perfection, friendly and cheerful service, singing and a great atmosphere",Super,,,251rafall,2023-11-10
5,"Great place to hang out with friends.  Since we were sitting at the bar, we admired the craftsmanship of the bartender Kasjan.  Fancy drinks, strongly shaken, colorful and even the simplest whiskey and cola tasted and looked great.  I will definitely come back here.",Great drinks,,,pawe_c791,2023-11-09
5,This spot is great. Good drinks and the peoble work here do a very good work. The drink taste good and the food was very good.,Best meat 😉,,,197espenv,2023-11-08
4,We had Emilia Az our server she is wery Kind and the food and drinks came fast recomend 100% recomended,Wery good,,,199renatek,2023-11-08
5,"The food was good as in every place, this place stood out with its service. Mr. Szymon S took care of the nice atmosphere and recommended a series of wonderful drinks to me. ",Service,,,Z7496ESjacekp,2023-11-07
5,Food was excellent. Drinks were excellent. Emilia (our waitress) was excellent and helped us because our Polish isn't the best. Couldn't have asked for a better night out. Thank you for the delicious experience!,Good Times in Gdansk,"Princeton, New Jersey",Princeton,Inspire14838799241,2023-11-07
5,"Great place
Great and polite staff.
Cocktail master Kostas, excellent.
 I will comeback definitely..",Great place.,,,J448HKmariop,2023-11-05
5,"Delicious burgers, the flank was also very tasty! Piotr had good recommendations and was an enthusiastic waiter! And don't forget to have a cocktail!",Delicious food and tasty cocktails!,,,lauradH322JP,2023-11-04
5,"A very nice place, delicious food and drinks that look and taste stunning. This was my first visit to Whiskey in the Jar and certainly not the last. Alicja from the staff advised us what to eat and she suited my taste. Great atmosphere!",Great place! Very nice service!,,,505nikolaz,2023-11-04
5,Another visit and another wonderful and delicious pink drinks made by Mrs. Sylwia! We are never disappointed!,Top!,,,kvkv98,2023-11-03
5,"Very tasty and nice, delicious burgers, good beer and snacks. Thank you Sara for your service. I recommend it and will visit it again next time I have the opportunity ",tasty dinner and good music,,,319izabelab,2023-11-03
5,"Absolutely top food and drink! The waiter (piotr) and bartender of the time 10/10, unfortunately have to say that the butler with blond hair in a denim jacket did not take his job professionally...

She made us feel unwelcome from the first minute, but the bartender saves the day and Piotr sorted it out with good service. 

Here you get a lot of food and drink for the currency.",Piotr <3,"Bergen, Norway",Bergen,Wanderer10988487667,2023-11-02
5,"Everything was perfect. Good food, drinks and we loved the live music. Natalia M. was super friendly and kind to us.",Good food and a great atmosphere.,,,P2471JUsandrar,2023-11-02
5,"Great food, just like the service :) we highly recommend it - fast waiting time, I recommend it wholeheartedly!🥰",👍👍,,,L7536BRjuliam,2023-11-02
5,"We were 4 people ordering different food and drinks. First of all, all the drinks we tried were amazing! Second, the food is the best meat we’ve ever tried. We had one tomahawk that just melted on the tounge, and the sides fit soooo well! We also had one burger and one Rock ‘N Steak, and the flavours were so nice, and the steak was also perfectly cooked. Our server, SymonS, was also a big part of our good experience. He came with good recommendations for the drinks, and could joke around with us. 
The only downside we could think of was that the music was a bit loud. But again, we didn’t say anything to our server so we kinda can’t complain.
Will most likely return in the next few days!",Great food and superb service!,,,susannemL7070WM,2023-11-01
5,"We are happy to come back and we have never been disappointed by either the food or the service (today we were served by Paulina, who was extremely nice). Let's hope this level stays as long as possible!",Great,,,Maps00761498586,2023-11-01
5,"One of the best steaks I've ever eaten. The place and food were great, the waitress Paula was very nice and professional. We will definitely come back here",Great place with delicious food,,,264kamill,2023-11-01
5,Paula was our server and was very helpful and extremely funny. Food was great and we would certainly go back,Great and friendly,,,Meander12845606362,2023-10-31
5,"Food was excellent, Sara our waitress was fantastic! Would highly recommend the Jim Bean burger. Nice atmosphere also",Excellent burgers,,,Orlaith1094,2023-10-31
5,"Very good burger and very good service from smiling, pleasant Klaudia. Had a Jim Burger superp which was told was ""very good choice"" which was very good!",Good food and service,"Bryne, Norway",Bryne,Todalb,2023-10-31
5,"The food was great i had the big burger, and the waiter klaudia had a perfect warm smile and was super kind.",Food & waiter was perfect,,,Anderstengesdal1,2023-10-31
5,"Fantastic food and 5 star service. 
From the moment we walked through the door to receiving the bill, the service was 5 star.
Sara, our waitress looked after us and found nothing to be too much trouble.
The Rock and Steak food was superb.
Thank you for a lovely experience, and we will definitely be returning. 
",If visiting Gdansk this restaurant needs to be top of your list.,"Hartlepool, United Kingdom",Hartlepool,SteveV358,2023-10-31
5,"First time here, the best burger in Gdańsk for sure!
Klaudia was very kind!
Motorbike inside the aquarium looks great!",The one&only Burger,,,Maps08609822651,2023-10-31
5,"If I want to eat tasty food, I always choose this restaurant because I always get a delicious burger or steak. And we would also like to thank the waitress Paula for her nice and professional service :)",Great food) I highly recommend it!,,,romany373,2023-10-31
5,"Food, both taste and art of composition - fantastic. Add good music, wood and one of the best service experience so far (Paula <3 ) and you'll begin to feel why it's definitely not the last time we went there.","Food, wood and Paula are 3 important reasons why you should go there. Oh, and freaking big aquarium with piranhas!",,,MarekC889,2023-10-30
5,The atmosphere is perfect the food was amazing! If you are searching for the best steak in Gdańsk and best cocktails Whiskey jar is my advice 😊My special thanks for Klaudia for her advice with the food choice and her professionalism!,I can say amazing place and super service,,,162akrame,2023-10-30
5,"I’m extremely happy that we discovered this place! 
If you are meat lover- you should definitely try out their grill mix! The steaks are melting in your mouth 😋
Special thanks to Klaudia for perfect guidance and assistance in any questions! 🤩
Definitely coming back in our next trip! 😎",You will enjoy every minute at this place!,,,378anastasiyae,2023-10-30
5,"Great drinks, the bartender Bartek took great care of our sense of humor with delicious drinks!  Great knowledge and professional approach to the client :) I highly recommend!",Drinks - Bartek,Poland,Poland,aleksandrapF5666LB,2023-10-30
5,"Super nice super tasty, top service by Szymon S. Celebrated 18 years old, so happy 🥳 with everything, chicken, burgers and roast beef, good drinks. Cool concept ",Happy in the Jar🤣🥳,"Stockholm, Sweden",Stockholm,Sherpa583026,2023-10-30
5,"Beautifully designed restaurant. Perfect service from our service Paula. I really haven't seen better service anywhere. Very endeavored, courteous and always on hand when you need something. Paula also gave us good recommendations when it came to drinks. The food was equally wonderful and at more upscale but not exaggerated prices. Starter plate was very good, grill plate was very good, burger was very good and also the desserts were very tasty. In short, very good value for money. All in all, I can only recommend the ""Whiskey in the Jar"".",Very Good Bar and Restaurant,,,Teithan,2023-10-30
5,Experience 10! Very good food! The cocktails too! The attention of the waitress Natalia M is exceptional! Everything perfect!!!,family meeting,,,I252TWmateuszb,2023-10-29
5,"Excellent steak and burgers. We had Sara as our waitress, super friendly. Great meal tonight. Thank you Sara we had lovely time",Great food and staff. Sara,"Cahir, Ireland",Cahir,Road16112746972,2023-10-29
5,"I liked it very much. Tasty. I really liked the decor and atmosphere of the place. And the service is simply top. Best regards, Mr. Szymon S.",Vege burger,,,380wiktors,2023-10-29
5,"Great food and service. The music was perfect, and the mood was right. Sara was an excellent waitress that was nice, helpful and had a smile on her face.",Great place!,"Holmestrand, Norway",Holmestrand,TomEilertsen,2023-10-29
5,"Great place, food and service. A place you cannot miss if in Gdańsk. And Piotr was an excellent waiter!!!",Excellent restaurant!,"Warsaw, Poland",Warsaw,646carolinaj,2023-10-28
5,"Great place, great food, great experience. Highly recommended restaurant in Gdansk. 
Special thanks to Sara, our waitress, for a great service as well.",Don’t miss this place iwhile in Gdansk,"Bucharest, Romania",Bucharest,Climber31394840017,2023-10-28
5,"Great atmosphere, top waiter service, bartender Kostas, when you pour whiskey, the world becomes immediately more beautiful ;) Greetings to everyone from the two beagles :) Staś and Nel. See you soon!",Great evening at the Whiskey Jar!,"Warsaw, Poland",Warsaw,sikor_pl,2023-10-28
5,Sara was such a good host the best we could ask for so friendly and lovely person all round the best,Sara’s the best,,,J4056BAclairec,2023-10-27
5,"Great place, awesome food,  fabulous drinks and most important an outstanding service by SARA 👌👌👌",we'll be back,"Gdynia, Poland",Gdynia,267aleksanderd,2023-10-27
5,"A great place with a great atmosphere. The aquarium is impressive, the burgers and drinks are also top class, thanks Mateusz for the great service 🇵🇱🍔👌",Evening Meeting,,,kubab971,2023-10-27
5,"Wiki and Sara is the best Girls. Great service, beautiful Girls, great personality. Best food I ever had i Poland",Great,World,World,tommykarls1,2023-10-27
5,"Love this place. Service, food, atmosphere. Top score on all points. Recommends everyone to visit. Even though it was busy in the restaurant, you got personal service and a smile and a chat. Very cozy. We will be back. Our waitress was called Paula and was attentive even though it was busy. ",Above all expectations,"Balsfjord Municipality, Norway",Balsfjord Municipality,Dreamer31616399582,2023-10-26
5,"Ended up here by chance, but it was a great decision! Extremely friendly and courteous service. The food was excellent! 
If we came to Gdansk again, we would definitely eat here again.",Mega!!!!,"Bargteheide, Germany",Bargteheide,StendersHH,2023-10-26
5,Aliga was an exceptional waitress. Superb steaks. And drinks. Highly recommended. Will 100% visit again,Awesome steak,,,samdD4772EK,2023-10-26
5,"Great steaks, especially in the DIY formula, delicious drinks, great waiter service from Wiki. We will come back again and again!!!",Juicy meat,,,w0jciechg7,2023-10-25
5,"Thanks for really good service from Wiki🫶 Good food, drinks and beer 🍺 Will definitely come back!",Amazing service and good food🍺🥩,,,531zuzannad,2023-10-25
5,Very tasty food and nice service. Ambiance is excellent! In the middle of the shop there is an aquarium in which piranias swim! Simply great.,Top,,,marcelabF4001OI,2023-10-24
4,"First visit here was an evening for drinks. Cool environment and really great drinks. Bust the Gin and Tonic for a very long time! The roommate tried a large ""skull"" of one liter and was full! Also the Mojito was very good. 
We went back another day for dinner. Two chose hamburgers and were very satisfied. Two chose premium grill mix and it was okay but no more. We eat fantastically fine meat from a local butcher at home and are probably a bit spoiled, perhaps. Would say that the meat could be more tender, more flavorful and that it was a little overcooked. The sauces were very small cups of lukewarm sauce. Not a place for those who have high expectations for premium meat, but perfectly fine for the ordinary meat eater.",Super good drinks.,"Ljungskile, Sweden",Ljungskile,ther_sed,2023-10-24
4,"Cool place with a good atmosphere. The food was a little warm, with good side dishes. Sara served excellently! Attentive, fast and gentle.",Good food and excellent service,"Almoradi, Spain",Almoradi,fredrikm230,2023-10-23
5,"We had a meal tonight at whisky in the jar restaurant . Everything was absolutely amazing and very tasty, we couldn’t fault any of the meals and we were a family of five. 

Emilia our waitress was the loveliest girl and gave 10/10 customer service from us arriving to us leaving.

I would definitely recommend here for steak/burgers 🍽️",Amazing experience,,,oliviabM1735OS,2023-10-22
5,"That was great experience to have dinner at this place. We came here from Warsaw. And thank you for Emilia:) , she was really kind to us.",Good experience,"Warsaw, Poland",Warsaw,A8908NDabdulaziza,2023-10-22
5,"Went here a few times already, and today we were served by the best waitress’s Paula, she recommended us great food, she took well care of us and played along with our jokes and we had an absolute blast 

P.S. fantastyczna Pani Paula! ❤️❤️❤️ ",Best Paula Waiter,,,fabianp783,2023-10-22
4,"Typical American-style steakhouse (it's a widespread chain in Poland) with blasting rock music and HD motorbikes hanging from the ceiling. We went in immediately only because I had booked in advance, otherwise the wait would have been long, even though the place was very large. Fairly fast service, taking into account the people, good food with the possibility of cooking it on the spot on a grill that comes with the order. Medium-high prices for being in Gdansk.",Meat in Gdansk,"Merate, Italy",Merate,alteod,2023-10-22
4,Excellent food and good service from Emilia. Nice to find a pint of Irish Stout in Poland. Great location by  the river.,Good food drinks and location in Gdansk,,,adambN8522PE,2023-10-22
5,"Amazing food with awesome vibe and interior.
Wiki who waited our table is  really serviceminded and helpful.
As always we return to this place, just great!!",Don't miss out,"Kavlinge, Sweden",Kavlinge,alexandersU1341HV,2023-10-21
5,Was brilliant food and patrycija was the highlight 😍 great service,Great spot,,,charliemC5843LI,2023-10-21
5,"Whiskey Jar will not disappoint you. Great service, drinks, steaks and live music.  Piotr is a great server!  Fun and attentive to his clients. 

Been to the Gdansk WJ many times in my travels to Poland.  Will definitely be going back.",WJ will make you smile!,"Portland, Oregon",Portland,stanc972,2023-10-21
5,It was very great experience. The  waiter  Szymon S was great. Food and drinks was excellent. We have reservation for over 20 people.,Very great!,,,195izah,2023-10-20
5,"Thank you Ala, Natalia and all the staff at Whiskey In The Jar. Food and service was excellent and we will visit you once again, when we will be back in Gdansk. ",Excellent,"Stockholm County, Sweden",Stockholm County,Happiness23931072310,2023-10-20
5,"A beautiful red-brick building lit up by red lights. Come inside to a world of rock, whiskey and metal. The music is rock from every decade which had me jamming throughout the meal. 
Their meat selection is phenomenal, I went with “The Rocker”, perfect medium roastbeef with truffle potato puree and grilled corn. If you like a litte rock’n’roll in your life, this place is mandatory when the trip takes you to Gdansk. 
Ps: Ask for Klaudia, she had our backs the whole way with a smile on her face! 
5/5
",10/10,"Oslo, Norway",Oslo,Isabella2110,2023-10-20
5,The waitress were so nice especially Piotr and the food was so delicious l would recommend anyone to go there,Best experience,,,chipom45,2023-10-20
3,"Food was alright, cocktails were good. Service was fine - wasn't exceptional like other reviews make out. Similar experience to that of a TGIFridays or HardRock Cafe. ","Just okay, nothing special.","Inverness, United Kingdom",Inverness,352stanleym,2023-10-19
5,"The steak was delicious, the cocktail was great (Chinese Sour), and the service was excellent.
Thank you Piotr for being do friendly!! (Give that man a raise)","Great food, great service ",,,507manonl,2023-10-18
5,"It was really cozy and good food! We did drinks with some bites. The workers are really friendly, especially our waiter Piotr! ",Lovely place for drinks & bites,,,TeddiePeerlings,2023-10-18
5,"Excellent set up great service and food. We was a party of ten . Everyone enjoyed their food. Call was delivered to the table without a single mistake. 
Would highly recommend this restaurant. Great for large groups.",For meat lovers,"Wallasey, United Kingdom",Wallasey,timpo1,2023-10-17
5,"We really enjoyed food and drinks in Whiskey in the Jar after a long day of walking. The Ribs were great, the steak was the whole experience and even the wege burger (little bit a risk to take in steak house🤭) was so tasty. Our host Wiki took good care of us and we had everything we needed!",Great food and drinks,"Tampere, Finland",Tampere,jaujaa,2023-10-17
3,"Ok eatery, nothing great compared to much else. The music is loud and the place is set up in a large room, so no quiet corners. The service a bit overbearing on the verge of being rude, when we were told that now was the last chance if we wanted to order, and at that time there were approx. gone 5 min. 
Ordered 2 burgers and spare ribs, you can only order one size of spare ribs, 500 g, including legs, so would recommend a starter if you choose this one. Burger Ok average level, nothing fancy, and alm of size. Spareribs are no wilder than what you get at Boens, and the price difference for the same quantity is approx. DKK 50, compared to Danish prices.",Ok but not amazing,"Lystrup, Denmark",Lystrup,KristianJ430,2023-10-17
5,"Great restaurant/bar, the food was very good, from starters to dips and main courses to dessert.  There is something for every taste. The cocktails were also great. The waiters were very friendly and always brought everything very quickly. The ambience of the bar is very impressive with its bar, the large aquarium with Harley and piranhas.
We felt very comfortable and will definitely come back on our next visit. 
Thanks again to Magda for the great evening!",Simply great!,,,660beatrixm,2023-10-17
5,"Delicious steaks, professional service, Mrs. Emilia is a very nice person. We will definitely come back here and recommend it to our friends.",I recommend,,,C846GGagnieszkad,2023-10-17
5,"Definitely the best burger I've ever had ⭐️⭐️⭐️⭐️⭐️
Mega tasty and juicy! 
Cozy place with a good atmosphere - we will definitely come again on this holiday 👌🏼",The best burger in town 👌🏼🍔,,,Morten_mt,2023-10-16
5,Very good food and drinks. Our host Klaudia was very friendly and helpful. I highly recommend chinatown sour.,Very good place,Poland,Poland,985michalinak,2023-10-16
5,"Absolutely loved this place. Such a good vibe, the food was so tasty, beautiful cocktails and great service by Paula. Will definitely be returning!! 100% recommend!",Must visit!!,"Caernarfon, United Kingdom",Caernarfon,Megssssss,2023-10-16
5,"Without a doubt the best burger we have tasted! Huge experience. 
We were served by Paula, really good service.",Best burger!!,,,V7328WUlouiset,2023-10-16
5,"This is the greatest place to eat in Gdansk. Good food, great music and great staff. My waitress Klaudia made sure that I always had what I needed. The Tomahawk was delicious, drinks and dessert absolutely amazing.  Check out merch in The Gift shop, lot of stuff  for a bearded man like myself and cool clothes.","Whiskeyinthejar, amazing place😎👌",,,264runer,2023-10-16
1,"I was supposed to have a doritos burger but didn't let me have one so I got a children's burger with doritos and no spice, not recommended!!! ",Bad waiter,"Molde, Norway",Molde,FarAway54371109252,2023-10-15
5,"We were here last year too, have been looking forward to going back for the wonderful food. 

This time it was both fantastically good food and super service from Simon W. 🤩 
Recommended!",10 out of 10!,"Bergen, Norway",Bergen,LiseE57,2023-10-15
5,"Walking through the streets of the Old Town, we came here, we were enchanted by the interesting atmosphere and the desire to discover a new place of this type unknown to us before. From the moment we entered, we were invited to a seat - at the bar, and we, eager to discover new flavors, agreed. 
Mr. Kuba hosted us and we let him choose the drinks for us and it was a very good decision. We had a nice time here and we highly recommend this place, we will definitely visit it again and try the dishes there.",It's like drineczku,,,iwonaz670,2023-10-15
5,"Fantastic from start to finish. Called in for drinks, was really busy for food (good sign) and the bartender, Kostas was great.
Good drinks and good vibes.",Two stupid Brits in Gdansk,,,Z4244YNmartinl,2023-10-14
5,The food was great. The service was great thanks to Klaudia :) she had a great attitude and she was always smiling. We will definitely visit again!,Great Experience,,,omerhang,2023-10-14
5,"Klaudia was the best waiter ever,  so we will come again for Klaudia. The foods was very delicious. Thanks a lot",Great Experience,,,492kemal_,2023-10-14
5,"Very good burgers, equally good cocktails, very welcoming and helpful staff, nice atmosphere and honest price",Good experience (waiter SimonS),,,P453KXandread,2023-10-14
5,"Very tasty food and the waitress Emilia provided great and professional service! I highly recommend it, it was a very nice dinner :)","I recommend, good service",Poland,Poland,pawelsN689TM,2023-10-13
5,"Amazing food Thank you Wiki!!!
Amazing food, drink, meat,",Amazing Meat,"Queluz, Portugal",Queluz,ZePedroX,2023-10-13
5,"I wholeheartedly recommend this place and especially the wonderful waitress Paula, who advised us perfectly, the level of service was amazing, it's hard to imagine anything better, the dishes we got were brilliant, especially Wagyu A5 with precise instructions and delicious burgers, I can praise it endlessly, but it's best to see for yourself alone. All beef lovers are cordially invited",The best beef,,,mi_oszp37,2023-10-13
5,Good food and even better cocktails! Emilia helped us a lot with our order since it was our first visit there!,You should visit it,,,foteinia362,2023-10-13
5,Amazing place! Good food and excellent cocktails! Emilia took our order and was really helpful with everything.,Great experience,,,artemisg2020,2023-10-13
3,"Average on everything. Baked potato is chips, whucjyi didn't want... 'that's OUR version of baked potato'. Average steak, average service ",Over rated,"White Cross, United Kingdom",White Cross,paulhA4628NZ,2023-10-12
5,"Great staff, fast survice, easy online menu by phone and very good food! 

Recomended by a friend, and we will definetly keep recomending it!",Great steakhouse,"Stavanger, Norway",Stavanger,synnefs,2023-10-11
5,Called in for a few drinks a couple of days ago. We got great service from Emilia. Would definitely recommend :),Great bar and restaurant,"Cork, Ireland",Cork,elaineoC9848HU,2023-10-11
5,If you are 2/3: don't hesitate to ask to have a meal at the good atmosphere bar and you can be served by attentive and excellent Kasjan!,A good cover steak with atmosphere!,,,nathaliegW3078PI,2023-10-11
1,"The spot looks Nice and friends had recommended it to me. When we arrived there was a long line (fair enough) but we weren’t seen by the staff for 45 minutes when we got a table. And then we had to wait at least an hour for our food (two people)

Terrible, never coming back",Bad service but mid food,,,espeno673,2023-10-10
5,"We were very satisfied with the food and the service at Whiskey in the Jar. Our waitress, Magda, was extremely observant, and the food was served within 30 min. We had rib eye/entrecôte, beef tenderloin - both with assorted vegetables, and hamburger. Prices are OK! 
Fantastic food! Fantastic restaurant! Fantastic customer service!",Well worth a visit!,,,maylissk2016,2023-10-10
5,"Very nice service, amazing food and drinks, great atmosphere.
We were served by Mrs. Emilka :)",Great place,,,Excursion36089969158,2023-10-09
5,"Deliciously served, first class service team. We were served by Szymon 👍👍👍 and he did it great.
I recommend.",Szymon🙂,,,Roving57480603553,2023-10-09
5,"Lovely food and drinks, the staff were also very friendly especially Emilia who looked after our table. Didn’t try the steak but the burgers we had were fantastic",Great food & service,,,W1248INryanc,2023-10-09
5,"Very good food, music and service. The food came quickly despite many people. Best service we have had in Gdansk thanks to Natalie M.",Exceptional food and drinks,,,905mariusa,2023-10-08
4,"Great cocktails, excellent food and Natalia M the server was the best.
Good steak and burger place with great cocktails and Natalia M provided great service.","Great mood place. Good steak and burger place, with great cocktails",,,_orsteinn_2019,2023-10-08
5,"Great place for drinks with interesting atmosphere, excellent service (thanks Kuba!) and good drinks.
",This plce rocks,,,O5363ORagnieszkas,2023-10-08
5,"The food and drinks were absolutely amazing! As well as the overall vibe in the restaurant with great music and gorgeous interior. The highlight of our evening was our waiter Pietr, with his humor and great recommendations ! Overall a great restaurant not only for the food but also the experience!! Our friend group will have great memories from this restaurant!",100% recommend for both food and experience!,"Honefoss, Norway",Honefoss,KristinAlisaH,2023-10-07
5,"First time I ate God's Butter bone marrow, good, interesting decor. Piotrek was our waiter, he felt the atmosphere nicely and the service was served in a good atmosphere!",Steak and more. Best place.,,,Cruiser36417417135,2023-10-07
5,"Delicious food, good music and nice atmosphere. The waiter Szymon S was helpful and very nice 😊 we will definitely come back",I recommend,,,337ma_gorzatao,2023-10-07
5,"Whiskey In The Jar in Gdansk is a nice place to sit, relax, and having delicious food and refreshing drinks.
I got the chance to be there twice in just one year being served by Simon S. It was my pleasure meeting him a second time since he is very friendly and passionate in his job. 

","Whiskey In The Jar in Gdansk is a nice place to sit, relax, and having delicious food and refreshing drinks.","Moosburg, Germany",Moosburg,522steffens,2023-10-07
5,"We had an amazing meal here, the steak was the best we’ve ever had! Our waiter Simon was on hand for everything and gave us great service. We’ll definitely be back! ",Amazing,"Harrogate, United Kingdom",Harrogate,Mrskelv,2023-10-06
4,"Very Good food and excellent service by Simon S. Very dedeicated and devoted with a happy and smiling service :)
Recommend to visit this restaurant when visiting Gdansk.","Excellent service, very tasty food.",,,kennethwW8679TI,2023-10-06
5,"Great restaurant. Good food and drinks. However, what I will remember most is the service. Beautiful and very professional lady Paula took great care of us. Food quickly delivered to the table, Ms. Paula was very often interested in whether we were missing anything. All this with a smile on her face and kindness. 
I will return here for sure. ",Great restaurant,,,702arekp,2023-10-06
5,"The dining experience was absolutely incredible! The Tomahawk steak and pork ribs were cooked to perfection, bursting with flavor. A solid 10/10 for an unforgettable meal!",10/10 Would recommend,"Heviz, Hungary",Heviz,Coastal68534280183,2023-10-06
5,"Great service from Klaudia and great cocktails - we were suggested cocktails based on flavours we like, and they were spot on 🫶🏻💚",Skull cocktails 🔥,,,L3379SBdanielm,2023-10-06
5,"it was our first time at the restaurant and all my family and I loved it. we managed to get a table right away and the waiter Mateusz was easy going, fun and very helpful! then we got our dishes and it was once in a lifetime experience. delicious meat and perfectly made drinks. don't worry about the price because it's gonna be worth it",good vibes and even better food,,,annamB308QB,2023-10-06
5,"A great place with a good atmosphere and even better food, and its high price is worth it. We were served by Mateusz, who was very open and positive from the beginning, and when I couldn't decide, he helped me choose, which definitely helped me. I recommend this restaurant to anyone who likes to eat good meat. 🤟",The restaurant - a revelation,,,tomaszmS2726AO,2023-10-06
5,"Great place with a great rock atmosphere. A direct approach to the client without an ounce of stiffness. Mateusz served us, he recommended bbq ribs, Jim's hamburger and a few other delicacies. Everything was sooo delicious. Our family recommends this place and we are waiting to return to Gdańsk to visit again🔥😎",Rock atmosphere of deliciousness,,,114pawe_m,2023-10-06
5,"Atmospheric place, tasty meals and served quickly! If you ever have the opportunity, ask to be served by Paula, a great woman!",The best restaurant in Gdańsk,,,Road18347037071,2023-10-06
5,"Delicious food and great service 👍 we were served by Mrs. Paula, a great woman who showed us great interest, we will definitely come back 😁",It's worth coming back 😁,,,wioleta_561,2023-10-05
5,"Great food, service and atmosphere with live music and the best beef in Gdansk! Our waiter Paula made sure out stay was perfect, with great recomendations and service! I higly recommend coming here if you are in Gdansk",Best beef in Gdansk!,,,HenrikThue,2023-10-04
5,"Top! Paula has always the seule and is the best!👌 Tomahawk steak was Fantastic, I can only recommand it!👌👌👌",Great!,,,Go18189194940,2023-10-04
5,"Right from the start the surroundings were fantastic and modern.. motorbikes as decoration.. pirate fish in aquarium.. We ordered two good steaks.. perfectly fried.. drinks tasted great.. friendly service.. It is on the expensive end compared to Polish prices , but definitely worth all the money.. we have made another reservation as we want to try their burgers..",Perfectly tender and tasty steaks with side dishes,"New York City, New York",New York City,dortem305,2023-10-04
5,Tried out this restaurant during a short stay in Gdansk. Food was very good. Definitely value for money. Excellent service from Paula who was able to advise on certain items. Friendly atmosphere in waterside setting,Steak night,,,D4974ZSjanef,2023-10-03
5,"Absolutely fantastic, wonderful cocktails, great food,  the best Steaks we have ever had.
Our Waitress was Natalia M., top Service, charming, very quick!
A Great dinner in Gdansk!
Thank you Natalia 😁",FANTASTIC,,,ralf_947,2023-10-02
3,"I had previously visited Wiskey in a Jar some months ago and had a very good impression. I had a memory of a lively place with good ambience and nice food. I decided to visit when I was in Gdansk again. 
It was kind of a strange experience. It must have been a slow night as there were only about 25-30% of the tables occupied inside. Despite of this I was taken upstairs to a kind of balcony overlooking the rest of restaurant. Some tables away was a party with a dog that kept barking loudly at random intervals. A couple of tables away on the other side was a young couple. We were the only guests on the balcony. 
I ordered my food which arrived very fast. It happened when a waiter literally threw the food on my table and with a very loud cry of joy ran to the young couple at the nearby table, where he threw himself on top of the young girl sitting there. She also screamed (understandably) and a lot of commotion followed. They were obviously friends. 
I understood that the balcony is where ""odd"" guests are seated. I resent being treated as ""odd"" just because is am visiting a restaurant sólo.
The food was OK, so that was at least something. But I would prefer if the livelyness is due to happy customers, not barking dogs and loud staff. ",Disappointing second visit,"Cadiz, Spain",Cadiz,Buysomething,2023-10-02
5,"Super bar and restaurant 👌 Magda was an excellent server, very attentive but not overly so. 
From the Irish Possy ❤️",Excellent service,"Dublin, Ireland",Dublin,954dorag,2023-10-02
5,"The food is delicious and the drinks are extraordinary. Simon S was our waiter, very friendly and nice. Go there, when you are in Gdansk.",Perfect evening,,,Trail43759304524,2023-10-01
5,"it was a 10/10 experience. The steak was absolutely delicious, one of the best i ever had. Piotrek was an amazing host! 11/10!",BEST STEAK IVE EVER HAD,,,lydiay947,2023-10-01
5,"Great food, if you are a carnivore, the meat was really fantastic. The drinks are fancy but you may want a regular pint with your meal. Natalia M. was serving us and she was great!",Great beef with a view,,,kszulecki,2023-10-01
5,"It was perfect. Best regards, Natalia M. Excellent service, great food, stylish music, but it doesn't kill the conversation.",A successful evening,"Kalisz, Poland",Kalisz,510martynan,2023-10-01
5,"Everything was delicious, Mrs. Natalia M. was very nice and professional. She explained everything and helped with choosing dishes and drinks with a smile. Best regards ",Great place,,,H6338HKmonikad,2023-10-01
5,"The best restaurant, we were the whole family, the waiter Szymon S took great care of us, gave us perfect advice on drinks and food, making our visit unforgettable. We will definitely come back again and again!",Great service and food,"Gdansk, Poland",Gdansk,agnieszkamC5288BU,2023-10-01
5,Excellent location excellent food  and even better drinks We came here twice and was served by Simon S both times. He is very service minded and made us come back,Don’t miss out when in Gdansk,"Gothenburg, Sweden",Gothenburg,H6799OClindav,2023-10-01
5,"Great views, Great tasting coktails I had the El Matador whisky jar. Lovely service from Simon S! We will be back again soon! ",Fantastic experience,"Aberdeen, United Kingdom",Aberdeen,jagodapietka,2023-10-01
5,"Delicious as always. We most recommend steaks and chicken for starters, but ribs are also ok :) Paula served us as a waiter - great service, best regards :)",Super,,,476agnieszkaz,2023-09-30
5,"You can come with your dog and the staff is very nice, especially Eryk :) And there is nice music playing and there is no queue to the toilet at all :)",You can come with your dog and he will be given water,"Gdansk, Poland",Gdansk,461maciejg,2023-09-30
