rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
4,"Conclusion: - it’s really a cafe with a twist in the form of various hot and cold potato salads, even a snack like in all Polish cafes is quite enough - but go only once for the sake of interest, on a 10-point scale - 5.",We specifically decided to try it because... read a lot of reviews,,,Y8093LAalexd,2016-08-08
5,I sincerely recommend it. Delicious potatoes stuffed with various fillings yummy! An interesting idea for serving an ordinary potato - a big plus for 'something different' Portions are too big for me :),Delicious and creative,"Gdansk, Poland",Gdansk,madziorrr,2016-08-04
5,"What do you think of when someone tells you about ""awesome potatoes"" somewhere in Gdańsk? You may think this person is crazy but this place is definitely worth a visit. Plenty of choice, very good prices, good service and you won't leave that place feeling hungry. ","Nice localisation, ""weird"" food","Brussels, Belgium",Brussels,kenix11235,2016-08-04
5,"A place on one of the most popular streets in Gdańsk. The name is a bit misleading because the menu features baked potatoes in many creative combinations. The dishes are delicious, large and nicely presented. Affordable prices. Revelation. ",Ingenious,,,tomaszb497,2016-08-02
5,"The idea of ​​such diverse potato dishes in one form is brilliant. Salads served in baked potatoes - masterpiece. It's impossible not to eat enough, and the prices are reasonable.",Potatoes in a hundred (well almost) ways,,,konradg313,2016-07-26
1,"Terrible quality of meals. 
Trout smelling muddy, very dry fries. Additionally, the grilled vegetable mix is ​​actually a frozen vegetable mix for the pan.",yuck!,"Poznan, Poland",Poznan,yarekop,2016-07-26
5,"My wife and I went to ""pod fish"" for dinner. It turned out that the name of the place was not entirely accurate because instead of fish dishes, the specialty of the place turned out to be baked potatoes. The menu includes over 30 baked potato options. This is just a lot of scope when choosing a dish! The choice fell on the Mexican potato and ""oli"". The beef in the Mexican was soft and the whole thing was seasoned very positively (spicy, but without muffling the kebab flavor). As for the potato oil, it is delicately mild while retaining the flavor of vegetables and chicken. The potato itself, which took the lead, was baked soft. The portions are large and the dishes are filling. Hardly anyone will be able to leave unfed. A nice accent is the curdled milk that you can order with the dishes. I sincerely recommend it and will definitely visit the place again next time I visit Gdansk.",Potato rules!,"Warsaw, Poland",Warsaw,Ptaq10,2016-07-21
5,A restaurant that has potatoes as its specialty. Baked potatoes with different fillings! Fantastically good and affordable. The staff were very nice and gave good service! Recommended!,Super tasty if you like potatoes,"Hassleholm, Sweden",Hassleholm,Sararamsa,2016-07-17
5,"great place in Gdańsk!
I have never eaten such a presented and huge potato with additions! 
The portion is very large, the prices are affordable, everything is fresh and nicely presented.
Definitely worth it, I recommend it!",Great potatoes!,,,bezuchna,2016-07-17
3,"the portions are large, you can eat quite a bit, we took the fish, which was served with many flavors: spinach, garlic sauce, potato with butter and pepper. It was tasty, although quite unusually seasoned. Very tasty local beers. the biggest reservations about the service. The time between receiving the card and ordering the dish is over half an hour.",for potato lovers,"Warsaw, Poland",Warsaw,StefkaKonewka,2016-07-16
5,"We tried this restaurant trinking they serve something traditional Polish, but they rather offer meals consisting from roasted potatos with filling and dip on the top of it. Simple, great looking and delicious!",Reasonable prices for very good food,"Brno, Czech Republic",Brno,785jankak,2016-07-13
4,"Great jacket potatoes with plenty of choices of fillings. A nice way to try herring. Lots to eat at reasonable prices. Staff were very friendly and helpful, including helping us to find a taxi.",Good choice for a casual meal.,"Poole, United Kingdom",Poole,Milonga,2016-07-11
5,"The owner started with a modest bar on Stągiewna, then in a small street near Neptune and settled on Piwna. The menu has grown, but I have always been faithful to duo mix. Potato has never let me down. A sure place to invite visiting friends. I recommend!",Potato and I have known each other for over 20 years!,"Gdansk, Poland",Gdansk,GoJagna,2016-07-10
5,"Very tasty, fresh food! The idea of ​​a baked potato as a base for dishes works very well, especially when there are so many fries and all kinds of fried foods. Large portions (too large :-), nicely served and friendly service. Plus local, delicious beer.
Fair prices. Great!
The only caveat is the slightly misleading name of the place: ""Pod Rybą"" suggests that you can get mainly fish here.  Visitors want to eat fish here, but they get crap. :-)",Potato specialization! Way to go!,"Katowice, Poland",Katowice,tlspysz,2016-07-08
4,Great place that does baked potatoes with lots of different choices for fillings - at cheap prices. Service was OK - but we ordered a side salad which didn't turn up.,tasty potatoes!,"Norwich, United Kingdom",Norwich,LindsayH,2016-07-07
4,Jacket potatoes with lots of toppings! very good if you're hungry and on a bit of a budget. Service was quick and friendly,Jacket potatoes were great,"Bicester, United Kingdom",Bicester,Lucy_1232014,2016-06-28
5,"Nice place in Centre of Gdańsk , with very friendly service, amazing potato and fresh Juices. Recommended :-) ",Great potato,,,MariaMarytych,2016-06-26
5,"I recommend it to everyone who visits Gdańsk.
Dozens of baked potato dishes. Huge portions. 
The dishes look phenomenal.
A bar located in the old town where we can admire local monuments. 
I recommend",It's delicious.,"Pomerania Province, Poland",Pomerania Province,marcinzwiedza,2016-06-26
5,"Potato is always good, and here you can eat it in combinations that would never have occurred to us ☺",Good job :),,,Oztoya,2016-06-17
5,"When we go to a pub called ""bar pod rybą"", we expect delicious fried fish. And it turns out that the main dish on the menu is a baked potato served in several ways. Which turned out to be a really tasty surprise ;) I heartily recommend it",Bar under the pyra,"Wroclaw, Poland",Wroclaw,piotro359,2016-06-12
2,"We ordered two fish sets, but unfortunately instead of trout, my companion received flounder, and the waiter insisted that it was trout. Everything was eaten, because how can we argue when ""trout is always served with onion"" (we disproved this thesis after eating it by checking the menu again that the waiter was wrong). I understand that he may have just been learning, but the mistake must have occurred when placing the order and another person picked it up. After 10 minutes of waiting, a third person brought the bill. The restaurant agreed to a 10% discount (we had to suggest it ourselves), which I consider a plus, but the service was not the best that day, and it's not just about the situation with the exchange of dishes. The bill was brought 10 min. after request. I also saw that guests from England, after asking for an English-language menu, were ignored and had to guess what to order. As for the taste, finally - the fish is amazing, a bit too much oil on the plate, but it's ok. The fries were ok, one salad was good, the other was bland. Bad idea adding onion to flounder. Peas with cod - an interesting combination. I was in Gdańsk for a few days, I'm going to come back to this city, but definitely not to this bar. Maybe they do better with potatoes, but I haven't tried it.",Incompetent service and not very good food,"Zielona Gora, Poland",Zielona Gora,22agatak,2016-06-04
5,"I came here twice during my 3 night stay in Gdansk and only wished I visited more times, this is my absolute favourite place to eat in Gdansk, if not in all of Poland. The portions are huge and the baked potatoes are amazing! The best I've ever had in my life :) The first round I had the Roast potato with Ola's chicken with Devilish sauce. Second time, I had Roast potato with sausage with Hungarian flavour also with Devilish sauce. DELISH! They also have other items on the menu like soups, fish, etc but they are well-known for their roasted potatoes. Prices are quite reasonable as well, in fact one dish can probably feed 2 people. Nice decor and free wifi, friendly staff.",My favourite restaurant in Gdansk!,"Toronto, Canada",Toronto,PiperToronto,2016-06-04
5,"My husband and I came to this place by chance and ordered baked potatoes with tuna and potatoes with sausages. We were very pleased, everything was delicious, the portions were huge. There are a lot of visitors to this restaurant - mostly Poles (they know where it’s delicious :)). I recommend it to everyone!!!",Very tasty,"Kyiv, Ukraine",Kyiv,ira_suhenko,2016-06-04
4,"We had read about the place on Tripadvisor and decided to give it a try. The restaurant's English skills were quite weak, but the portions were absolutely insane and we paid approx. 15 e in total for portions for two people and beer and wine and two bottles of water.",Lunch,"Hameenlinna, Finland",Hameenlinna,unska,2016-05-22
4,"Great idea for dishes.  Tasty and fast.  The decor is a bit overwhelming, but it's not a problem for me.  ",Quick dinner.,"Torun, Poland",Torun,aqjava,2016-05-21
5,"Was abit dubious about eating here as I am not a great lover of potato's however I can honestly say I have never had potato like it. I chose the potato cake which was more like a pancake come calzone. It was cooked beautifully. 

The restaurant itself has a great atmosphere and the staff are very good at what they do.",How good can potato be ... Well,"Wakefield, United Kingdom",Wakefield,IanY6,2016-05-20
4,It takes a little longer till we became our food. But the potatoes were really good. It's a good place and there are many options to fill the potatoes. You need to be patient at full hours.,great potatoes,"Mexico City, Mexico",Mexico City,josyv965,2016-05-17
4,"A good, inexpensive restaurant that serves delicious baked potatoes. They've been the same for years, super good, unique.",Baked potatoes are the best in Gdańsk,"Gdansk, Poland",Gdansk,l0uise78,2016-05-16
4,"3 buddies - 3 courses: vegetarian potato pancake 4.5; flounder 4.5; salmon with baked potato and spinach 4.8. Good Golden Lions too. We recommend it, although it would be good to do something about the smell of oil from the kitchen. Overall, we recommend it!",Delegation dinner,,,31henrykk,2016-05-11
5,"In all the Baltic countries I try herring with potatoes: believe me, this one is the best!!!! 
Recommend is not the right word. I HIGHLY RECOMMEND!
not expensive and very tasty+",The best potatoes with herring,"Coimbra, Portugal",Coimbra,619julian,2016-05-06
5,"Poland is a potato, and Gdańsk certainly is. If someone comes to this city, in addition to the obligatory fish, they should also visit Bar pod rybą, which serves outstanding baked potatoes in so many versions that I would love to take them all to go and have a supply for half a year. Unfortunately, it's not possible, but maybe then this place wouldn't be so magical, which I doubt, but somehow I have to explain to myself the fact that I can't be here every day.

Bar pod rybą has been operating in Gdańsk for at least a dozen years, then it was shown to me and fortunately it still exists today, which also proves the quality and deliciousness of the dishes served here. I send here every person who is going to the Tricity and so far I hear only thanks, no complaints, so I hope that I will be able to convince at least one person to experience the charm of a baked potato in Gdańsk.

Enjoy your meal!",Potato paradise,,,ka_p588,2016-05-03
4,"The restaurant is in a good location in the center of Gdańsk Główny. 
I had mixed feelings about this place because I visited it once during the holidays, about two years ago, and it ended with unpleasant stomach sensations, both for me and my friends. However, I visited here again and I must say that the food has improved significantly (maybe it was just because of the crowds of people during the holidays that the chef didn't take care of something earlier). The potato with mixed salads was very tasty and filling, as was the potato with bacon and Hungarian goulash. The selection of toppings for baked potatoes is very large, so everyone will definitely find something for themselves. 
The staff was very nice and helpful, they knew the menu and were able to advise.",Delicious potato,,,Smokoo,2016-05-03
5,"Loved this place. The BEST jacket potatoes I've ever had. Ever!!! Great value for money, a jacket and beer for only a few quid. Service was great. The interior is lovely and cosy. Located centrally on the main Street. Can't fault it. Will definitely visit again when back in Gdansk :-) ",Fab jacket potatoes - best ever!,,,boobooh2016,2016-05-02
5,Restaurant specializing in large baked potatoes with many different choices of filling. Fast service and good atmosphere in the cozy premises.,Excellent restaurant,"Varberg Municipality, Sweden",Varberg Municipality,43242Varberg,2016-05-01
5,"Misleading name, but the food isn't fake. Large potatoes cut in half and filled with perfect, fresh stuffing. They can be vegetarian, meat with or without cheese. Additionally, great sauces enhance the taste of the dish. Fish dishes are also served as lunch dishes.
I recommend this place on Piwna.",Potato the King,,,andrzejw235,2016-04-28
5,"Good delicious lunch :)
Very cheap food, nice service. However, loud music in the restaurant, but you have to take that with you :)",Baked potato! :D,,,821nannaj,2016-04-27
5,Here you eat a baked potato with all kinds of fillings of your choice. I ate the healthy grub with gorgonzola and I can definitely recommend it. Add a ruby ​​beer and your meal is complete!,Long live the potato!,"Groningen, The Netherlands",Groningen,LLageveen,2016-04-25
5,"A peaceful and atmospheric place.
Go drink beers and enjoy very good baked potatoes.
The portions are large and the selection of fillings is large.
In April, there was no rush, but it seemed that the locals stopped to eat and drink.
The side street was beautifully lit in the evening.",An atmospheric side street near Maria's church,"Tampere, Finland",Tampere,720piah,2016-04-20
4,"Good and tasty food, affordable prices for the old town, tasty Gypsy cake, ok service.",Tasty and simple food,"Gdansk, Poland",Gdansk,TraVeler2062,2016-04-14
5,"Alternative and special food! We took the potatoes stuffed with mushrooms, broccoli and gorgonzola and they were really delicious. A nice example of traditional cuisine in a very nice place. Must try ",Great potatoes!,"Gniezno, Poland",Gniezno,283agap,2016-04-11
5,"We went there the evening we arrived and just looked for some fast warm food and a cold beer. We got both very quickly (plus a very unexpected amuse geule) and the potatoes were outstanding. Many different versions to choose from, and the girls in the service were very friendly, the restaurant cozy furnished. Perfect first evening in Gdansk!",Baked Potato,"Drammen, Norway",Drammen,Arns30,2016-03-31
4,Good for visit and have different experience! Take potato! Nice looking and friendly stuff. In our visit it was quiet but normally full. It costed about 45 plz per person with some drinking.,Nice and special,"Oslo, Norway",Oslo,The_Eki,2016-03-26
5,"A very interesting place, especially culinary. Delicious baked potatoes with a wide range of stuffings. I especially recommend it with salmon tartare and caper sauce... a fairy tale. A small minus for the slightly dark room with questionable decor, but the friendly staff equalized this effect. I recommend it and come back often!
",The bar is tempting with steam and fish :),,,pp851,2016-03-24
5,"Based on the previous reviews, we went to eat a baked potato and it was really worth it. The portions were really big, with at least four large baked potatoes on the bottom and plenty of filling on top. There was certainly a filling for everyone's taste on the list. The portions are affordable. On Monday evening, you got a table right away and the place was very atmospheric. We received friendly service.",Huge portions of baked potatoes,,,mervin2016,2016-03-17
4,Friendly service. The baked potato portions are good and big. The place is really small and quite full at least in the evenings. Tables were freed up quickly.,"Intimate, comfortable place","Turku, Finland",Turku,sonjak916,2016-03-12
5,"Delicious baked potato food and affordable. I can warmly recommend. The portions were big, as were the dessert portions. A new way for me, at least, to have a baked potato served like that. Friendly service.",good baked potato place,,,jounir610,2016-03-10
5,"I definitely recommend ""potato"" - delicious food at a good price. A very large selection of accessories. There will be something good for everyone. I definitely recommend it and will definitely come back here.",More than just food,"Silesia Province, Poland",Silesia Province,MrMalec,2016-03-09
4,"Great service, fast quality food. The only thing I didn't like was my girlfriend dish was with fish and it seem out of cane. I ate the Mexican potatoe and very good and a good portion. Good experience to eat a good warm heavy meal! ",Reasonable prices for big portions,"Gdansk, Poland",Gdansk,G313CIpedrod,2016-03-08
5,"They're just potatoes, but the place serves them in a unique and very tasty way. Personally, I like unusual places where someone takes something as banal as a potato and creates something else out of it.

The service was very nice and friendly. A place worth recommending and visiting.","It's like a potato, but it's something more","Poznan, Poland",Poznan,193bartoszp,2016-03-05
5,"I’m writing a review right from here: Very tasty baked potatoes (I used garlic-mayonnaise sauce and salmon filling), super! The specialty of the place is precisely the potatoes, sauces and toppings to choose from! Large filling portion for a great price. Recommended for baked potato lovers!",Delicious potatoes!!!,Moldova,Moldova,LVLVll,2016-02-28
4,"This is a jewel of a baked potato restaurant. Top notch dishes, very friendly staff, cozy atmosphere, no fuss, come as you are and everyone seems to be welcome. Decent prices, good beer and a nice selection of wines.

You can pick and mix from their menu and there is definitely a vegetarian option too. Altough personally I liked the meat dishes.

Of the many places I tried in Gdansk this had the most enjoyable food, comfort food even.",Baked potato dish heaven and good atmosphere,"Utrecht, The Netherlands",Utrecht,JanneI_12,2016-02-27
3,"The situation with the Bar varies depending on the day. Sometimes you even find a snack, and other times the food is, for example, overly salted. Regardless of the month, there is always traffic, so just waiting to place an order takes some time. The bar is famous for its baked potato, but I usually ordered potato pancakes. They were delicious twice, the third time inedible. It's a pity, because I had a very good opinion about this place, which has changed a bit.",It's different with Bar,"Gdansk, Poland",Gdansk,restauracjewgdansku,2016-02-14
4,"Tasteful decor, great location, extensive menu. The dish I ordered was large and delicious. I recommend pyra!
","Mr. Potato, a fat potato",,,314filipk,2016-02-11
4,"An hour ago we came back from 'eating' at the fish bar. The whole family is happy. The food was very good <especially the potato with chanterelles and gorgonzola>. A bit cramped and the staff seem tired from work, but it's still worth going there.",very tasty dumplings,"Gdynia, Poland",Gdynia,bartekj144,2016-02-07
4,"Nice interesting place. How much can you make from a potato? :) It seems simple, but it's something new. Very nice service. The restaurant is wonderfully situated in the old town.",Interesting place,"Lodz, Poland",Lodz,sweetsheep2015,2016-02-07
4,"I recommend the ham and herring flavor with garlic or dill sauce.
  The downside is sometimes long waits.",The taste has been the same for years :),"Gdansk, Poland",Gdansk,piotrz643,2016-02-03
5,"Perfectly presented and, above all, very tasty food. The baked potatoes they serve there are amazing! I highly recommend it!",Proudly!!!,"Leszno, Poland",Leszno,GoshaL,2016-02-02
2,"I was served cold food. At its hottest, parts of it were lukewarm, not exactly the same temperature as the juice and cola they served. ",Cold food,,,sjure2016,2016-01-30
5,"A nice surprise - large portions, dishes (potato Gypsy style and with chanterelles and Gorgonzola, smooth with fries and salad) expressive in taste, sufficiently seasoned, the undeniable advantage is the service - friendly, smiling and able to advise. Very affordable prices, atmospheric place. I recommend it to anyone who gets hungry in the Old Town and doesn't necessarily want to spend a lot.",Tasty and home-made,"Poznan, Poland",Poznan,MonikaG80,2016-01-25
5,Delicious potatoes with wonderful fillings. I especially recommend it with smoked salmon and trio. Very good Hungarian cake.,Delicious,,,199patrycjat,2016-01-18
1,"I do not recommend!! I waited for coffee for 30 minutes, there were 3 waitresses there, but they couldn't cope, despite the fact that there were so many people in the cafe. The waitress was worse than the Biedronka employee, she didn't even apologize. She said lots of orders. Coffee is made in 2 minutes!!!!!! Make some coffee and continue waiting for something. She needs to be sent to McDonald's for training.",I do not recommend going in pairs!!!,"Gdansk, Poland",Gdansk,Jurii1986,2016-01-17
5,"A very atmospheric pub where you can feel at home. I have been a loyal supporter since I first discovered the bar. Whatever you order, tastes great. Even the usual potato pancakes are divine. The only thing you can complain about are the beer prices. Definitely PLN 10-16 is too much. It's a pity that there isn't something for an average budget. However, I highly recommend it!",The potato conquers the palate,"Gdansk, Poland",Gdansk,azjab2015,2016-01-14
5,"a small restaurant worth trying, where you can find great baked potato portions and sizes, so that even a big man will be completely full. on the list there are at least 40 different baked potato servings with a large batch of 300g of more than potato and you can choose the sauce from the list, I personally ate Mexican potato with beef, 300g had a good kick and a good aftertaste remained for a long time. prices are really affordable €5-7 and good beer €2-3 for a 0.5l pint. a really worth visiting place in Gdansk. Yes, the perception of what can be made from a baked potato in a restaurant changed. when will someone in Finland think of setting up a similar style restaurant",Baked potato Bar,"Tampere, Finland",Tampere,veskuu,2016-01-13
4,"I chose the pancake with Gypsy sauce - the pancake itself is very nice to fry, but the sauce itself is not my taste. The whole dish was generally good. My husband's potato with pork neck and cabbage sauce is definitely tastier.  I highly recommend the winter tea. The place is ok, the decor is a bit unrefined, but the location is very good.",Dinner,"Warsaw, Poland",Warsaw,Kat4444444,2016-01-12
5,"A place to recommend. Tasty, cozy. Nice service. The wait for food is short. The idea with potatoes was a hit. The dishes are delicious and reasonably priced. The portion is so big that you shouldn't order soup.",Lunch,"Olkusz, Poland",Olkusz,789rafal,2016-01-07
4,"Bar Pod Rybą, despite its location in the Old Town of Gdańsk, surprises with attractive prices and reasonable portion sizes. The friendly service and the original decor of the place also leave positive impressions.
The ordered dishes (fried fish with additives) were very tasty and fresh, and the waiting time for the dishes - despite the large number of guests - was acceptable. This is undoubtedly a place worth visiting. Please note - sometimes it may be necessary to reserve a place by phone (especially during the season).",Tasty and not too expensive,"Warsaw, Poland",Warsaw,yackoo74,2016-01-06
4,"I was looking for fish, I got a potato ;) 
Lots of different potato toppings, very large portions!
The fish are okay, but they're not the highlight of this restaurant.
It is stylish, although there is not much space inside.
In summer it is worth sitting outside.
If someone wants to eat something warm in winter, it is worth booking a table.",Good for big hunger,"Warsaw, Poland",Warsaw,lukier_w_kostce,2016-01-03
5,"Here you can get very affordable and good baked potatoes with different fillings. You can't get such big potatoes in Finland, and the sauce you choose is well over the top. 
We visited here on a previous trip and it is still on our list of restaurant visits for the next trip!",First class food!,"Espoo, Finland",Espoo,ruusuorapihlaja,2016-01-03
1,"Real g, healthy potatoes with mayonnaise, I couldn’t eat more than one piece, it’s mega-suck, boiled potatoes with mayonnaise, who came up with this, lousy gourmets :)
","Sucks, potatoes with mayonnaise",,,805andreik,2015-12-20
4,"It's worth trying a huge potato with various toppings:) fresh, tasty, you have to wait a long time for the dish, but it's worth it;) I recommend the potato with salmon and tuna. Add sour milk and you'll be satisfied :)! Note: large portions, what surprised us recently was the hot appetizer served for free ;)",Good potato :),"Krakow, Poland",Krakow,asiaczekg,2015-12-18
5,"A cozy cafe. A lot of options for baked potatoes. Very tasty, hearty and not expensive. I recommend this place in the Old Town of Gdansk.",Better potatoes in Gdansk,"Gdansk, Poland",Gdansk,737valeriod,2015-12-16
3,"The idea itself is cool, but it's not a place I'll come back to (unless with people who haven't eaten there before). 

The dinner dishes were correct, nothing else. And potatoes are at least an ""attraction"" :)

The staff shows their nervousness to the customers - nothing good...",I recommend you try it,"Gdansk, Poland",Gdansk,oleilaa,2015-12-13
4,Very nice and tasty (though not crazy). Nice cod. Baked potatoes are nice. The spinach is just so-so.,It's ok,,,piotrekm778,2015-11-26
4,nice place to visit. we had lunch my wife had the salmon (two fillits!!) and i had the chilli which was hot!.both come with salad and very tasty.,big potatoes,"York, United Kingdom",York,terryandvalb,2015-11-25
4,"I was very happy eating out of season. Large portions, nice taste and first-class potatoes. We never waited too long. We always got a delicious potato after 15 minutes. However, when I came in August, I got poor pyre with no distinct taste. I will visit you, but in winter! ",I recommend out of season,,,lunka2000,2015-11-11
3,"The idea for such a dish is cool, but when it comes to taste, it's not great. It's best to go to this bar during the half-price weekend.",A bit expensive,"Gdansk, Poland",Gdansk,Pawlikowa,2015-11-10
5,"Attention! Killer portions. I felt as round as a potato after dinner here! ;) it's delicious and elegant. Nice and warm, plus mulled wine and gzik!!! Ah!!!!!!!",Achy i ochy nad pyrami,"Warsaw, Poland",Warsaw,malexandra89,2015-11-07
4,"A great place with potatoes in lots of ways. Don't let the name fool anyone. Pod fisha is a place with potatoes :) I ordered it with fried egg, with mussels, with gorgonzola and with gzik. Giant portions, affordable price (average PLN 23 per dish), I recommend it",Very tasty,"Gdansk, Poland",Gdansk,29jer,2015-11-07
5,"I was I'm poland for a few days and despite not speaking polish or even liking jacket potatoes I went in to the restaurant and we all got a table straight away and we ordered as soon as everyone was ready to Order. The food was brought out within 25 minutes and it tasted absolutely fantastic, every single one of us had a great meal. I paid for it all at the end of evening and it was surprisingly cheap for the quality of the food we received (English money). I will definitely go back to the restaurant when I go to Gdansk in the near future ",Jacket potatoes with a boost,,,Tour545666,2015-11-02
4,"Perfect spot for a warming lunch on a crisp Autumn day.

Friendly service and huge fluffy jacket spuds - there are 20 or so combinations available - the beef Mexican one was delicious!

Cheap and very cheerful I'd recommend a visit here.",Massive jacket spuds!,"York, United Kingdom",York,EboracumYork,2015-10-29
5,"Have lunch here every time! Recommend bacon (with garlic sauce), or A'las chicken (with garlic sauce). Brand new! ",Fantastic lunch,"Thásos, Greece",Thásos,P5819ZTmarial,2015-10-22
5,Cozy place that focuses on baked potatoes with different fillings. Really good and cozy place with big good portions,Yummy,"Visby, Sweden",Visby,resande91,2015-10-12
5,"I recommend visiting the restaurant. Contrary to previous opinions, we did not wait long for our meal. We ordered potatoes with chanterelles and spicy with beef, both really tasty. Prices are reasonable. Pleasant interior. For me there are too many items on the menu, it's hard to decide :)",Worth a visit,,,monikapp15,2015-10-12
3,"Ate a good and very affordable lunch here, the whole menu consists of baked potatoes with various accessories and potato pancakes with various fillings",If you like potatoes!,"Stockholm, Sweden",Stockholm,freyrl,2015-10-02
5,"The bar is called pod RYBĄ, but most of the menu is made up of stuffed baked potatoes. There are probably 20 types of stuffing, hot and cold + potato sauce to choose from. I ate a potato with chanterelles and it was really tasty, I recommend it :) Nice service, the place has a great atmosphere, you can feel the warmth there... :) it seems to be perfect for frosty winter evenings with a delicious, hot potato :)",Tasty potato :),"Gdansk, Poland",Gdansk,karolcia92,2015-10-01
5,"The bar surprises with potatoes :) there are 25 types of potato salad. Fresh lettuces, vegetables, caviar, crayfish, chicken, beef and other delicacies. I often take friends from out of town there. Everyone is surprised and delighted. The idea is great and the execution is delicious. 2 to 4 potato halves on a plate - depending on size. Selected addition on potatoes.",Potato,"Gdansk, Poland",Gdansk,kaja275,2015-09-27
1,"Tempted by the reviews on Tripadvisor, we visited Bar pod Rybą. A completely inappropriate name that should be changed to ""waiting for pyra"". Our waiting time is an hour. Customers at the table next to us waited for over an hour and left the place hungry and apparently disgusted. As for the dish, it's not bad, but there's nothing to get excited about either. The dish is not sophisticated, typical for a bar. For the taste it would be 3*, but unfortunately for the overall appearance only 1* :( I do not recommend it.","Unfortunately, it's not good",,,647przemekp,2015-09-27
5,"I had the ""pancakes"" - röstis with salmon. They were very tasty, crispy and freshly prepared. Service was quick and friendly. Baked potatoes with bacon and herb quark are also highly recommended. ",Very tasty potato dishes,"Stuttgart, Germany",Stuttgart,Fliegfreak,2015-09-21
1,"We were three persons who went here an evening in august. Two of us just wanted to have a potato with ham and cheese. This was not possible. The restaurant had a very huge menu with several choices of potatoes. Maybe around 40 or more, i don't know. But when we asked the waiter if we could just get one potato with ham and cheese, that was not possible. I asked why, the waiter said that the potatoes already was prepared in the kitchen, so they could not change it.. So silly, everyone knows you don't have 40 different potatoes already done in the kitchen. The restaurant wasn't even fully booked..... I didn't have any potato this day, and if i ever go back to Gdansk i will  not come back to this restaurant. When being a restaurant you need to be flexible and change the dish if the customer want something else. And this restaurant is not. I hope you take this feedback to you, and that you start being flexible...  Visited 18th of august.",Not flexible staff..,"Oslo, Norway",Oslo,yolosdi,2015-09-21
1,"I have known for a long time that the wait for service in this place is very long. But this time the place broke all records. Not only did we have to wait over 10 minutes at the table for the previous guests to clean up, but also for another 20 minutes there was no one to place an order. Just a failure...",Complete lack of service,"Gdansk, Poland",Gdansk,452kacperk,2015-09-20
4,"I must admit right away that I have never been there to fish :) they are famous for potatoes baked in the oven with various types of additions - there are probably over twenty of them, and each of them is delicious! I assure you that one such baked potato (large!) with a portion of additions (chanterelle sauce is my favorite) is a dinner portion! :D 
Very friendly prices and a lot of traffic - I'm not surprised, because it's worth waiting for a table to eat ""potatoes"" :)",Delicious potatoes! :D,"Kolbudy, Poland",Kolbudy,ViolaM62,2015-09-20
4,"The menu is based entirely around potatoes.  The food was pretty decent, and pretty cheap.  Don't expect anything fancy.  Like other reviews, we also experienced pretty slow service, particularly when trying to get the bill!  But I would go back.","Decent food, but don't expect fine dining.  Service not fast.","Kenmore, Australia",Kenmore,matt0064,2015-09-18
5,"There are no baked potatoes like this anywhere, I've tried many flavors: with chicken, chanterelles, beef. Personally, I like it with chanterelles and gorgonzola, but all of them were very good. 
I will also mention the salads, prepared with meat, fresh carrots, cabbage, tasty. They also had some nice beer recently. It's worth going there.",I'm taking guests ;),,,emilias833,2015-09-18
4,"Huge baked potatoes with a filling that is very different from what you usually associate with a baked potato. No great taste experience, but a lot of food for the money. A typical lunch spot.",Fun place to eat in the old town!,"Larvik, Norway",Larvik,heand,2015-09-14
5,"Really good baked potatoes. Absolutely perfect for a lunch. Suitable large portions. A bit of a wait but manageable. So if you like baked potatoes, this is the place to try.",Lunch,,,benteirikc,2015-09-13
4,Ate here two of my three nights in gdansk I loved it so much! Really nice fillings on huge potatoes and the choice on the menu really was endless. The only reason I give four not five stars is the service was VERY slow. Both nights I ended up going inside to pay as I couldn't see anyone to ask for the bill and had finished eating ages before. Food is fantastic though.,"LOVED the food, less so the service","London, United Kingdom",London,945katiej,2015-09-13
4,"The potatoes are delicious, the decor is okay, but sometimes you have to wait a long time to order, even when the place is empty.","Rather ""under the potato""","Gdansk, Poland",Gdansk,recklessinpink,2015-09-12
5,"Great food, the potato was absolutely wonderful and the salads were poetry, I wish there were more places like this. The place has a very atmospheric atmosphere, nicely decorated and very nice service 👏 ",Oh this potato!,,,210mateuszd,2015-09-08
5,"The potatoes with chicken were delicious, the waiting time was ok, although the lady warned that it would be an hour, but they were halfway there 😀👍",Potato,"Gdansk, Poland",Gdansk,654marcinb,2015-08-30
5,"Delicious food, nice setting, very nice service. We were recommended traditional courses and we were not disappointed. Good coffee too!",Great lunch,"Bucharest, Romania",Bucharest,Andreea_Hristu,2015-08-28
4,"Great atmosphere, phenomenal decor. Delicious potatoes! I could eat them every day. Location - right in the old town!",first class potatoes!,"Gdansk, Poland",Gdansk,Kfoczus,2015-08-26
5,"Giant potatoes with toppings to fit every taste, and special sauces to top it all off. Be adventurous, choose a local beer, and have a huge meal to remember. Charming decor. Indoor/outdoor seating.",Who knew a baked potato could be so fun?,,,W3337NPbarbarac,2015-08-24
5,I recommend potatoes - portions are too large - I have never heard of anyone not liking them. Unfortunately the service is a bit slow...,Very tasty,"Gdansk, Poland",Gdansk,raphaelpl,2015-08-23
